corp_code,stock_name,stock_code,corp_name
372882,,58850,KTcs
390055,,63160,종근당바이오
389998,,66980,한성크린텍
427483,,69620,대웅제약
545929,,95700,제넥신
397191,,68050,팬엔터테인먼트
445054,,67310,하나마이크론
131780,,1740,SK네트웍스
220109,,43100,알파녹스
1854763,,487570,HS효성
1335790,,308080,바이젠셀
585219,,91090,세원이앤씨
155638,,2230,피에스텍
1393721,,331380,포커스에이치엔에스
1276901,,291230,엔피
1302853,,368600,아이씨에이치
1516456,,389470,인벤티지랩
1573284,,391710,코닉오토메이션
1804476,,474490,유안타제16호스팩
137289,,41520,이엘씨
1390399,,328380,솔트웨어
138206,,12650,쌍용건설
280688,,46140,스튜디오에스
453284,,339770,교촌에프앤비
540641,,84670,동양고속
631518,,96770,SK이노베이션
480048,,80420,모다이노칩
684802,,244920,에이플러스에셋
872984,,139480,이마트
878915,,139130,DGB금융지주
904672,,251270,넷마블
1009789,,192820,코스맥스
1105153,,454910,두산로보틱스
1310269,,294870,HDC현대산업개발
349811,,52300,씨티프라퍼티
1385050,,389650,넥스트바이오메디컬
1689266,,431190,케이쓰리아이
181934,,51310,플랜텍
153375,,23160,태광
339391,,272210,한화시스템
1588189,,475400,씨메스
1090471,,222080,씨아이에스
370918,,221980,케이디켐
104810,,7720,대명소노시즌
346610,,56090,시지메드텍
1880801,,415640,KB발해인프라
1070149,,244460,올리패스
1286476,,474610,RF시스템즈
829380,,128660,피제이메탈
1412822,,336370,솔루스첨단소재
962922,,222110,팬젠
125664,,12210,삼미금속
1507810,,390110,애니메디솔루션
878517,,224020,에스케이씨에스
1211232,,282880,코윈테크
1276026,,314130,지놈앤컴퍼니
1358463,,319400,현대무벡스
1368354,,330860,네패스아크
1435489,,382900,범한퓨얼셀
1467451,,418470,밀리의서재
1210066,,377450,리파인
311216,,44990,에이치엔에스하이텍
1270749,,289930,웨이비스
122825,,6490,인스코비
132211,,2820,SUN&L
1817610,,478780,대신밸런스제18호스팩
1704680,,476080,M83
1262032,,286940,롯데이노베이트
122056,,3650,미창석유공업
1337017,,341310,이앤에치
1341630,,296640,이노룰스
164308,,10090,이마트에브리데이
1405451,,347860,알체라
567222,,101170,우림피티에스
816696,,136660,큐엠씨
310156,,49180,셀루메드
609315,,96640,멜파스
361008,,82740,한화엔진
399694,,67160,SOOP
166175,,21040,대호특수강
103130,,9810,플레이그램
365989,,70960,모나용평
877174,,169330,엠브레인
1299203,,453450,그리드위즈
1175499,,377460,위니아에이드
113492,,4540,깨끗한나라
119007,,9580,무림P&P
121507,,1810,무림SP
133706,,27970,한국제지
156956,,34950,한국기업평가
304401,,47730,텔라움
1075126,,223310,딥마인드
348788,,53200,디이시스
134723,,1020,페이퍼코리아
136086,,9200,무림페이퍼
163761,,9460,한창제지
1060744,,213500,한솔제지
172079,,46210,HLB파나진
317681,,59210,메타바이오메드
326731,,64550,바이오니아
349060,,42520,한스바이오메드
362201,,100700,세운메디칼
447007,,260660,알리코제약
513948,,142280,녹십자엠에스
608440,,340570,티앤엘
767628,,138610,나이벡
956028,,950130,엑세스바이오
971726,,153710,옵티팜
1035942,,233250,메디안디노스틱
1063954,,253840,수젠텍
1118281,,304840,피플바이오
173874,,2350,넥센타이어
481454,,73240,금호타이어
937324,,161390,한국타이어앤테크놀로지
150633,,13890,지누스
1480708,,376270,에이치이엠파마
1152470,,263750,펄어비스
102751,,2140,고려산업
216434,,66360,체리부로
303703,,65770,CS
1067808,,217270,넵튠
1569838,,388800,유진기업인수목적7호
1700587,,462350,이노스페이스
363510,,60230,소니드
403766,,62970,한국첨단소재
1035678,,193250,링크드
623184,,192410,휴림네트웍스
1041828,,950170,JTC
1109070,,238200,비피도
1275489,,308430,셀비온
527491,,101670,하이드로리튬
291860,,44060,조광ILI
1046391,,217330,싸이토젠
171265,,34230,파라다이스
392691,,64800,포니링크
547510,,199800,툴젠
110583,,25440,DH오토웨어
406037,,83660,CSA 코스믹
962393,,318020,포인트모바일
137252,,8040,사조동아원
1332137,,283100,노보믹스
763358,,136510,스마트솔루션즈
1801822,,473950,SK증권제13호스팩
521390,,144960,뉴파워프라즈마
426068,,69920,엑시온그룹
226547,,53980,오상자이엘
138224,,3410,쌍용씨앤이
1416642,,340360,다보링크
569691,,92070,디엔에프
374738,,65370,위세아이텍
1814312,,477530,한국제14호스팩
1817249,,477470,미래에셋비전스팩5호
1514227,,458870,씨어스테크놀로지
112651,,12800,대창
353230,,60910,프리젠
541437,,104540,코렌텍
1182550,,245620,EDGC
295857,,46070,코다코
1335453,,309930,오하임앤컴퍼니
1035289,,204210,스타에스엠리츠
871833,,237690,에스티팜
353018,,58530,파나케이아
1686427,,464080,에스오에스랩
110750,,19570,플루토스
371740,,66670,디티씨
1412938,,322190,베른
1113754,,241790,티이엠씨씨엔에스
151128,,9680,모토닉
373571,,60240,스타코링크
1586172,,400840,하이제7호기업인수목적
1834194,,481890,엔에이치스팩31호
137207,,11330,유니켐
1229240,,296520,가이아코퍼레이션
1228515,,270520,지오릿에너지
1675014,,438220,대신밸런스제13호기업인수목적
1845534,,482690,대신밸런스제19호스팩
1445440,,459100,위츠
1498576,,389680,유디엠텍
111838,,7680,대원
155355,,17810,풀무원
249441,,66790,씨씨에스
561866,,115390,락앤락
1210190,,348030,모비릭스
103662,,17040,광명전기
300405,,65500,오리엔트정공
164672,,6390,한일현대시멘트
384717,,65170,비엘팜텍
164636,,12630,HDC
1032583,,198440,강동씨앤엘
113535,,5880,대한해운
150439,,3780,진양산업
526599,,145720,덴티움
925374,,372170,윤성에프앤씨
1116502,,321820,아티스트유나이티드
1612608,,419270,신영해피투모로우제7호기업인수목적
1283974,,451250,삐아
1678312,,460470,아이빔테크놀로지
1319808,,300720,한일시멘트
1873272,,489480,키움제11호스팩
965813,,201490,미투온
874937,,180060,탑선
205687,,32860,더라미
111111,,9190,대양금속
1440153,,351320,에스에이티이엔지
1466832,,403360,라피치
1492217,,373110,엑셀세라퓨틱스
173698,,2700,신일전자
1020524,,234920,자이글
103510,,23800,인지컨트롤스
100601,,114190,강원에너지
114792,,1230,동국홀딩스
109268,,48470,대동스틸
135999,,1000,신라섬유
406046,,71970,HD현대마린엔진
536329,,106520,노블엠앤비
1688896,,448730,삼성FN리츠
319272,,458650,성우
1854392,,488060,유진스팩11호
407814,,83790,CG인바이츠
958327,,382800,지앤비에스 에코
145862,,34590,인천도시가스
1110076,,230980,비유테크놀러지
1359815,,320000,한울반도체
186452,,29480,광무
210856,,71950,코아스
976615,,217880,틸론
156442,,4590,한국가구
180263,,16100,리더스코스메틱
159810,,6380,카프로
206686,,42040,케이피엠테크
216647,,30530,원익홀딩스
222435,,33050,제이엠아이
260657,,36220,오상헬스케어
267854,,14100,메디앙스
1290132,,311960,에이아이더뉴트리진
1353848,,279060,이노벡스
346407,,40350,크레오에스지
652159,,144620,코오롱머티리얼
1027794,,251630,브이원텍
136642,,19590,엠벤처투자
1267602,,287410,제이시스메디칼
1573336,,475960,토모큐브
112332,,85620,미래에셋생명
135111,,17550,수산중공업
135795,,29530,신도리코
139153,,38110,에코플라스틱
141671,,10470,오리콤
149354,,1630,종근당홀딩스
158024,,24840,KBI메탈
152862,,2020,코오롱
153861,,9410,태영건설
203315,,36420,콘텐트리중앙
131832,,6120,SK디스커버리
357740,,60250,NHN KCP
377018,,49080,기가레인
384762,,65690,파커스
385336,,64240,홈캐스트
466428,,74430,아미노로직스
608699,,134580,탑코미디어
608802,,200230,텔콘RF제약
667425,,200470,에이팩트
838005,,178320,서진시스템
923826,,178780,일월지엠엘
1042359,,204840,지엘팜텍
1068658,,217620,디딤이앤에프
1168143,,900280,골든센츄리
129509,,14130,한익스프레스
1372782,,356680,엑스게이트
958664,,162300,신스틸
158307,,71840,롯데하이마트
140168,,35000,HS애드
1262458,,282690,동아타이어공업
350312,,39570,HDC랩스
197476,,29960,코엔텍
301112,,46390,삼화네트웍스
728638,,105630,한세실업
1408999,,336060,웨이버스
1023211,,209640,와이제이링크
1284876,,465480,인스피언
1867758,,489790,한화인더스트리얼솔루션즈
1135057,,234690,녹십자웰빙
1436628,,350520,이지스레지던스리츠
375931,,60150,인선이엔티
414540,,114920,대주이엔티
475985,,48870,시너지이노베이션
476498,,78340,컴투스
492894,,82270,젬백스
497631,,81150,티플랙스
542898,,106080,하이소닉
574611,,99220,SDN
613318,,122870,와이지엔터테인먼트
620868,,124500,아이티센
624518,,154040,다산솔루에타
563545,,131970,두산테스나
442154,,126880,제이엔케이글로벌
127699,,64510,유네코
1008762,,194480,데브시스터즈
957568,,214310,에스엘에너지
277736,,46110,한일네트웍스
1363924,,331660,한국미라클피플사
101752,,25880,케이씨피드
107598,,3920,남양유업
108038,,4250,엔피씨
120924,,5990,매일홀딩스
1383779,,475660,에스켐
1563922,,413390,엠오티
104519,,1140,국보
116268,,2210,동성제약
972293,,208340,파멥신
111847,,430,대원강업
104120,,26910,광진실업
141404,,6740,영풍제지
1506617,,394800,쓰리빌리언
415646,,192650,드림텍
173449,,44480,빌리언스
351454,,43090,더테크놀로지
1813377,,477340,에이치엠씨제7호스팩
474588,,107640,한중엔시에스
1819867,,478440,미래에셋비전스팩6호
423609,,68870,LG생명과학
121154,,9780,엠에스씨
113234,,1790,대한제당
140566,,2680,한탑
113243,,1130,대한제분
162911,,5860,한일사료
121941,,1680,대상
124726,,5180,빙그레
192499,,27710,팜스토리
125530,,5610,SPC삼립
223762,,43610,지니뮤직
126955,,3230,삼양식품
241209,,33200,모아텍
129013,,11150,CJ씨푸드
242378,,35810,이지홀딩스
130879,,4410,서울식품공업
364467,,60570,드림어스컴퍼니
141529,,7310,오뚜기
370006,,52220,iMBC
142661,,6980,우성
1226270,,352090,스톰테크
156691,,5430,한국공항
158149,,2960,한국쉘석유
620558,,195990,에이비프로바이오
656021,,139050,BF랩스
820389,,214870,한울BnC
1293485,,381620,제닉스
303794,,86980,쇼박스
875307,,255440,야스
127158,,4920,씨아이테크
260356,,8270,산은캐피탈
108241,,4370,농심
911955,,226320,잇츠한불
220622,,65710,서호전기
442455,,82660,코스나인
390903,,65680,우주일렉트로
259545,,123040,엠에스오토텍
446831,,84450,세실
149646,,24110,기업은행
361169,,41460,한국전자인증
1714997,,481850,신한글로벌액티브리츠
1689035,,452200,민테크
681373,,197140,디지캡
103635,,14200,광림
298447,,52710,아모텍
1025644,,217730,강스템바이오텍
402989,,69110,코스온
201450,,68400,에스케이렌터카
139889,,11790,SKC
1366000,,323280,태성
762377,,103660,씨앗
1544468,,456070,이엔셀
409788,,83650,비에이치아이
291152,,41500,디비엘
1492688,,362990,드림인사이트
1841635,,482680,미래에셋비전스팩7호
1153105,,318410,비비씨
1391103,,337930,브랜드엑스코퍼레이션
149345,,2600,조흥
447575,,204270,제이앤티씨
449254,,99320,쎄트렉아이
545734,,92040,아미코젠
340917,,49770,동원F&B
560849,,260970,에스앤디
428321,,101530,해태제과식품
618410,,101000,KS인더스트리
1208821,,266350,팡스카이
1604371,,415580,상상인제3호기업인수목적
929778,,199870,배터리솔루션즈
573269,,96630,에스코넥
1117918,,258250,셀젠텍
1168684,,253450,스튜디오드래곤
1318933,,303030,지니틱스
1384477,,323230,엠에프엠코리아
657224,,461300,아이스크림미디어
576798,,110990,디아이티
198697,,20760,일진디스플
592653,,89850,유비벨록스
116824,,640,동아쏘시오홀딩스
232089,,32980,바이온
104102,,10050,우리종합금융
440712,,73570,리튬포어스
956930,,170900,동아에스티
627029,,99520,DGI
1601222,,413630,씨피시스템
301015,,44070,한서제약
301626,,57330,플래닛팔이
579139,,222980,한국맥널티
635134,,97950,CJ제일제당
656289,,222040,코스맥스엔비티
855093,,136490,선진
811372,,194700,노바렉스
896285,,145990,삼양사
986898,,318010,팜스빌
1167056,,248170,샘표식품
1011438,,239610,에이치엘사이언스
1205329,,264900,크라운제과
1068737,,357230,에이치피오
1238169,,271560,오리온
1071944,,218150,미래생명자원
1258507,,280360,롯데웰푸드
1214248,,270870,뉴트리
445869,,121060,유니포인트
1217865,,377220,프롬바이오
523176,,86220,광동헬스바이오
1118643,,238500,로보쓰리에이아이
125974,,1470,삼부토건
1219155,,311390,네오크레마
1851650,,486630,KB제30호스팩
910202,,178600,대동고려삼
317089,,66930,한국애보트진단
1222113,,450520,인스웨이브시스템즈
1085187,,236030,씨알푸드
1234507,,267980,매일유업
1352575,,289170,바이오텐
1243161,,277410,인산가
1276327,,299900,위지윅스튜디오
1453670,,353190,휴럼
1480568,,353810,이지바이오
1491607,,368970,오에스피
101044,,3060,에이프로젠바이오로직스
101549,,11040,경동제약
103015,,14570,고려제약
104722,,2720,국제약품
111999,,3220,대원제약
113128,,23910,대한약품
114686,,6620,동구바이오제약
114808,,86450,동국제약
119195,,20,동화약품
106614,,92440,기신정기
557933,,88790,진도
1663569,,450330,하스
1018617,,200580,메디쎄이
369213,,39980,폴라리스AI
1110182,,246960,SCL사이언스
1201970,,352770,클리노믹스
329084,,47940,비엔디
334493,,50470,씨티앤티
334615,,38710,콜마파마
349787,,54020,지케이파워
577016,,50960,수산아이앤티
1784914,,466100,클로봇
123718,,3000,부광약품
126414,,1360,삼성제약
126788,,9300,삼아제약
128412,,5500,삼진제약
128546,,250,삼천당제약
129679,,6280,녹십자
131018,,18680,서울제약
135050,,4720,팜젠사이언스
136448,,2800,신신제약
137058,,12790,신일제약
137359,,19170,신풍제약
141149,,3520,영진약품
144818,,220,유유제약
146083,,230,일동홀딩스
146214,,3120,일성아이에스
149947,,1060,JW중외제약
150536,,7370,진양제약
158963,,33270,유나이티드
161046,,2390,한독
681249,,115480,씨유메디칼
157399,,4710,한솔테크닉스
549925,,85370,루트로닉
308559,,80530,코디
653103,,151910,퓨처코어
458562,,89530,에이티세미콘
1258020,,304360,에스바이오메딕스
261887,,62860,티엘아이
356158,,53330,영진코퍼레이션
162586,,9420,한올바이오파마
164706,,4310,현대약품
166573,,16580,환인제약
187770,,32300,한국파마
207375,,54670,대한뉴팜
210740,,67080,대화제약
216027,,53030,바이넥스
231831,,34940,조아제약
256043,,200780,비씨월드제약
263654,,39200,오스코텍
407036,,67370,선바이오
533809,,354390,바스칸바이오제약
541349,,68760,셀트리온제약
554352,,175250,아이큐어
614478,,200670,휴메딕스
765851,,330350,위더스제약
828497,,128940,한미약품
831428,,131030,옵투스제약
109019,,5270,아이엠뱅크
1016886,,308700,테크엔
1085442,,212310,오건에코텍
516246,,96610,알에프세미
128971,,1880,디엘건설
809429,,123840,뉴온
1290381,,347740,피엔케이피부임상연구센타
102858,,10130,고려아연
327396,,82210,옵트론텍
241005,,138490,코오롱ENP
446901,,126730,코칩
1798722,,473000,SK증권제12호스팩
867034,,176750,듀켐바이오
989664,,166480,코아스템켐온
992871,,185750,종근당
1012066,,195940,HK이노엔
1159853,,243070,휴온스
1168383,,249420,일동제약
1182259,,314140,알피바이오
1236897,,271980,제일약품
1671601,,446600,카이바이오텍
264635,,38680,에스넷
486370,,80470,성창오토텍
1497373,,461030,아이엠비디엑스
1663639,,430700,유안타제9호스팩
1670675,,435380,유안타제10호스팩
1688346,,444920,유안타제11호스팩
1690235,,446150,유안타제12호스팩
1701753,,449020,유안타제13호스팩
1706819,,450940,유안타제14호스팩
1573974,,391060,엔에이치기업인수목적20호
138242,,3620,KG모빌리티
1722437,,452260,한화갤러리아
936787,,161000,애경케미칼
249894,,66700,테라젠이텍스
1165155,,250060,모비스
113261,,10170,대한광통신
184889,,39020,이건홀딩스
390408,,64090,인크레더블버즈
1592049,,455900,엔젤로보틱스
347716,,51980,중앙첨단소재
899556,,147830,제룡산업
174527,,2460,HS화성
1616482,,418210,신한제10호스팩
1719105,,452980,신한제11호스팩
1807747,,474930,신한제13호스팩
1809569,,474660,신한제12호스팩
861720,,181340,이즈미디어
188122,,36280,남산물산
1274329,,365340,성일하이텍
653194,,109960,AP헬스케어
146454,,7570,일양약품
126089,,300,대유플러스
1518506,,476710,타조엔터테인먼트
162072,,11700,한신기계공업
413046,,68270,셀트리온
199252,,28300,HLB
105873,,34220,LG디스플레이
107987,,25860,남해화학
175173,,31510,오스템
253985,,66620,국보디자인
263371,,39340,한국경제TV
126779,,6110,삼아알미늄
138516,,8700,아남전자
664853,,137950,제이씨케미칼
191472,,25000,KPX케미칼
788773,,96530,씨젠
1582228,,397880,교보11호기업인수목적
1553129,,420570,제이투케이바이오
367376,,64060,사이노젠
223513,,33320,제이씨현시스템
104856,,16360,삼성증권
105855,,10120,엘에스일렉트릭
105961,,11070,LG이노텍
126256,,32830,삼성생명
415707,,69410,엔텔스
126478,,10140,삼성중공업
470829,,70590,한솔인티큐브
136378,,4170,신세계
137997,,1500,현대차증권
140177,,7070,GS리테일
141875,,6090,사조오양
155319,,5490,POSCO홀딩스
158501,,12750,에스원
166519,,850,화천기공
508274,,81000,일진다이아
814582,,336680,탑런토탈솔루션
164788,,12330,현대모비스
1663116,,163280,에어레인
166333,,86250,화신테크
819374,,190510,나무가
296290,,39490,키움증권
861997,,175140,휴먼테크놀로지
945776,,289860,지슨
1226410,,352480,씨앤씨인터내셔널
1616808,,413600,키움제6호스팩
1667592,,433530,키움제7호스팩
1693922,,446840,키움제8호스팩
1436558,,404990,신한서부티엔디리츠
265421,,37330,인지디스플레
132868,,11300,성안머티리얼스
506294,,79940,가비아
525679,,85660,차바이오텍
103006,,2240,고려제강
103176,,540,흥국화재
105466,,21320,KCC건설
109037,,27830,대성창투
113544,,3830,대한화섬
113614,,16090,대현
145738,,24810,이화전기
525934,,108320,LX세미콘
534598,,372910,한컴라이프케어
124106,,5280,부산은행
155948,,33290,코웰패션
101664,,214390,경보제약
1493793,,360350,코셈
225742,,60370,LS마린솔루션
103592,,9290,광동제약
355548,,53590,한국테크놀로지
1575361,,267080,세븐브로이맥주
1114559,,286000,씨엔티드림
149266,,23460,CNH
117601,,3470,유안타증권
158015,,25550,한국선재
118044,,30720,동원수산
169215,,19990,에너토크
120030,,6360,GS건설
187725,,15710,코콤
198192,,37230,한국팩키지
131939,,7610,선도전기
203847,,60480,국일신동
146296,,7110,일신석재
153393,,3240,태광산업
159573,,970,한국주철관공업
238782,,32190,다우데이타
162063,,4960,한신공영
246620,,39420,케이엘넷
101257,,800,경남기업
585538,,95910,에스에너지
109806,,4440,삼일씨엔에스
501970,,78940,퀀타피아
477257,,78650,지나인제약
273615,,30790,비케이탑스
1128622,,239340,이스트에이드
129642,,41650,상신브레이크
543204,,78860,엔에스이엔엠
137368,,2870,신풍
164830,,9540,HD한국조선해양
250137,,65530,와이어블
305668,,75180,새론오토모티브
458234,,267850,아시아나IDT
261957,,39740,한국정보공학
520887,,100220,비상교육
269889,,40160,누리플렉스
589127,,92220,KEC
628189,,95720,웅진씽크빅
633835,,97230,HJ중공업
317104,,171120,라이온켐텍
651901,,298690,에어부산
661847,,133820,화인베스틸
1428203,,344820,케이씨씨글라스
408336,,62580,인산가
